age,job,marital,education,default,housing,loan,contact,month,day_of_week,y
40,technician,married,professional.course,no,no,no,cellular,aug,mon,no
31,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
51,services,married,high.school,no,yes,no,cellular,aug,mon,no
51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,no
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
47,blue-collar,married,university.degree,no,yes,yes,cellular,aug,mon,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
44,self-employed,married,basic.9y,no,no,yes,cellular,aug,mon,no
42,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
42,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
56,admin.,married,unknown,no,yes,no,cellular,aug,mon,no
52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,yes
31,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
40,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
56,technician,married,university.degree,no,no,no,cellular,aug,mon,no
33,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,no
52,services,married,high.school,unknown,yes,yes,cellular,aug,mon,no
47,management,married,university.degree,no,yes,yes,cellular,aug,mon,no
37,technician,married,university.degree,no,yes,no,cellular,aug,mon,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,no
45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,no
51,services,married,high.school,no,no,no,cellular,aug,mon,no
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
30,entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,no
32,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,no
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
45,services,married,high.school,unknown,yes,yes,cellular,aug,mon,no
49,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,no
33,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
34,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,mon,no
59,retired,married,basic.9y,no,no,no,cellular,aug,mon,no
32,technician,married,professional.course,no,yes,yes,cellular,aug,mon,no
31,technician,married,university.degree,no,yes,no,cellular,aug,mon,no
49,blue-collar,married,unknown,unknown,yes,no,cellular,aug,mon,no
42,management,married,university.degree,no,no,no,cellular,aug,mon,no
30,technician,divorced,high.school,no,no,no,cellular,aug,mon,no
44,blue-collar,married,basic.4y,no,no,yes,cellular,aug,mon,no
44,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,no
30,technician,single,university.degree,no,yes,no,cellular,aug,mon,no
29,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
40,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
35,management,married,university.degree,no,yes,no,cellular,aug,mon,no
50,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,no
42,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,no
40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
55,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
58,management,married,university.degree,no,no,no,cellular,aug,mon,no
33,technician,single,university.degree,no,no,no,cellular,aug,mon,no
58,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,no
41,admin.,married,university.degree,no,no,yes,cellular,aug,mon,no
53,blue-collar,married,basic.6y,no,yes,no,cellular,aug,mon,no
52,services,married,professional.course,unknown,yes,yes,cellular,aug,mon,no
35,technician,single,professional.course,no,no,no,cellular,aug,mon,no
34,self-employed,married,basic.9y,unknown,no,no,cellular,aug,mon,no
30,technician,divorced,university.degree,no,no,no,cellular,aug,mon,yes
46,admin.,married,university.degree,unknown,no,yes,cellular,aug,mon,no
32,technician,single,high.school,no,yes,no,cellular,aug,mon,no
45,management,married,university.degree,no,no,no,cellular,aug,mon,no
55,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,no
52,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,no
57,admin.,married,unknown,no,yes,no,cellular,aug,mon,no
54,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,no
59,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,mon,no
37,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
50,services,married,high.school,no,yes,no,cellular,aug,mon,no
46,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,no
35,technician,single,high.school,no,yes,no,cellular,aug,mon,no
52,services,married,high.school,unknown,yes,yes,cellular,aug,mon,no
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,no
47,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,no
47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,no
55,blue-collar,married,unknown,no,yes,no,cellular,aug,mon,no
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
57,services,married,high.school,unknown,yes,no,telephone,aug,mon,no
35,technician,married,university.degree,no,yes,no,cellular,aug,mon,no
57,self-employed,married,university.degree,unknown,no,yes,cellular,aug,mon,no
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
47,technician,married,high.school,unknown,yes,yes,cellular,aug,mon,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
45,management,married,university.degree,no,no,no,cellular,aug,mon,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
51,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,no
54,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,no
39,technician,divorced,professional.course,unknown,no,no,cellular,aug,mon,no
57,services,married,professional.course,unknown,no,no,cellular,aug,mon,no
36,technician,married,high.school,no,yes,no,cellular,aug,mon,yes
31,technician,divorced,high.school,no,yes,no,cellular,aug,mon,no
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,no
43,technician,married,professional.course,unknown,no,no,cellular,aug,mon,no
36,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,no
55,management,married,university.degree,no,no,no,cellular,aug,mon,no
49,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
31,technician,divorced,high.school,no,no,no,cellular,aug,mon,no
59,management,married,university.degree,no,no,no,cellular,aug,mon,no
36,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
53,management,married,university.degree,no,no,no,cellular,aug,mon,no
48,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,no
50,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,mon,no
43,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,no
34,technician,married,high.school,no,no,no,cellular,aug,mon,no
32,technician,divorced,high.school,no,yes,yes,cellular,aug,mon,no
41,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,no
57,retired,married,basic.9y,no,yes,no,cellular,aug,mon,no
38,technician,single,university.degree,no,yes,no,cellular,aug,mon,no
40,management,married,university.degree,no,yes,no,cellular,aug,mon,no
41,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
41,admin.,single,professional.course,no,no,no,cellular,aug,mon,no
37,admin.,single,university.degree,unknown,yes,yes,cellular,aug,mon,no
53,unknown,married,unknown,unknown,no,no,cellular,aug,mon,no
59,retired,married,basic.4y,no,yes,no,cellular,aug,mon,no
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,no
60,retired,married,basic.4y,unknown,yes,yes,cellular,aug,mon,no
39,technician,divorced,professional.course,unknown,yes,no,cellular,aug,mon,yes
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,no
59,management,married,university.degree,no,no,yes,cellular,aug,mon,no
53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,no
31,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
38,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,no
59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,no
57,admin.,married,high.school,unknown,yes,yes,cellular,aug,mon,no
29,admin.,single,high.school,no,yes,yes,cellular,aug,mon,no
59,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,no
56,retired,married,professional.course,no,yes,no,cellular,aug,mon,no
40,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,no
59,technician,married,high.school,no,yes,no,cellular,aug,mon,no
59,retired,married,basic.4y,unknown,yes,no,cellular,aug,mon,no
44,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,no
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,no
56,services,married,high.school,no,no,no,cellular,aug,mon,no
43,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
43,technician,married,professional.course,no,no,yes,cellular,aug,mon,no
56,services,married,high.school,no,no,no,cellular,aug,mon,no
53,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,no
44,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
50,management,married,university.degree,no,yes,no,cellular,aug,mon,no
37,technician,married,professional.course,no,no,no,cellular,aug,mon,no
50,blue-collar,married,professional.course,no,yes,no,cellular,aug,mon,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,no
38,admin.,married,high.school,no,yes,yes,cellular,aug,mon,no
50,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
34,technician,married,high.school,no,yes,no,cellular,aug,mon,no
46,technician,married,professional.course,no,no,no,cellular,aug,mon,no
59,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,no
38,technician,married,university.degree,no,yes,no,cellular,aug,mon,yes
55,management,married,university.degree,no,no,no,cellular,aug,mon,yes
47,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,no
58,retired,married,university.degree,no,yes,no,cellular,aug,tue,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,no
51,admin.,married,university.degree,no,no,no,cellular,aug,tue,no
41,admin.,single,university.degree,no,no,no,cellular,aug,tue,no
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,no
51,admin.,single,university.degree,no,yes,no,cellular,aug,tue,no
46,admin.,married,basic.9y,no,yes,yes,cellular,aug,tue,no
55,retired,married,high.school,no,yes,no,cellular,aug,tue,no
60,management,married,university.degree,unknown,yes,no,cellular,aug,tue,no
36,housemaid,married,basic.4y,no,unknown,unknown,cellular,aug,tue,no
40,technician,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,no
48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,no
40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,no
55,services,married,high.school,unknown,yes,no,cellular,aug,tue,no
49,admin.,married,university.degree,no,no,no,cellular,aug,tue,yes
54,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,no
56,services,married,high.school,no,yes,no,cellular,aug,tue,no
47,self-employed,married,university.degree,no,unknown,unknown,cellular,aug,tue,no
33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,yes
50,admin.,divorced,high.school,no,no,no,cellular,aug,tue,yes
56,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,no
31,technician,divorced,high.school,no,yes,no,cellular,aug,tue,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,no
59,housemaid,married,basic.4y,unknown,no,no,cellular,aug,tue,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,no
49,services,married,high.school,no,yes,no,cellular,aug,tue,no
38,technician,married,university.degree,no,yes,no,cellular,aug,tue,no
49,admin.,married,university.degree,no,yes,no,cellular,aug,tue,no
50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,no
40,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,no
59,management,married,university.degree,no,yes,no,cellular,aug,tue,no
57,retired,married,basic.9y,no,no,no,cellular,aug,tue,yes
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,no
50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,no
47,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,no
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,no
46,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,no
48,technician,married,professional.course,no,no,no,cellular,aug,tue,no
37,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,tue,no
45,technician,divorced,professional.course,no,no,no,cellular,aug,tue,no
57,admin.,married,high.school,unknown,no,no,cellular,aug,tue,no
32,technician,single,professional.course,no,yes,no,cellular,aug,tue,no
49,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,tue,no
48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,no
48,technician,married,university.degree,no,yes,no,cellular,aug,tue,no
48,technician,married,university.degree,no,yes,no,cellular,aug,tue,no
44,admin.,married,university.degree,no,no,no,cellular,aug,tue,no
41,technician,single,university.degree,no,yes,no,cellular,aug,tue,no
32,technician,single,high.school,no,no,no,cellular,aug,tue,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,no
44,admin.,married,university.degree,no,no,no,cellular,aug,tue,no
36,technician,married,professional.course,no,yes,no,cellular,aug,tue,no
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,no
55,technician,divorced,professional.course,unknown,yes,no,cellular,aug,tue,no
55,technician,divorced,professional.course,unknown,no,no,cellular,aug,tue,no
45,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,no
46,admin.,married,basic.9y,no,no,no,cellular,aug,tue,no
42,management,married,university.degree,unknown,no,no,cellular,aug,tue,no
42,management,married,university.degree,unknown,yes,no,cellular,aug,tue,no
34,technician,single,professional.course,no,yes,no,cellular,aug,tue,no
38,technician,single,high.school,no,yes,yes,cellular,aug,tue,no
42,management,married,university.degree,unknown,yes,yes,cellular,aug,tue,no
55,technician,divorced,professional.course,unknown,no,no,cellular,aug,tue,no
31,technician,divorced,high.school,no,no,no,cellular,aug,tue,no
41,self-employed,married,professional.course,no,no,no,cellular,aug,tue,no
32,technician,married,professional.course,no,yes,no,cellular,aug,tue,no
60,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,no
46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,no
46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,no
50,admin.,married,university.degree,no,yes,no,cellular,aug,tue,no
35,admin.,single,university.degree,no,no,yes,cellular,aug,tue,no
35,admin.,single,university.degree,no,no,no,cellular,aug,tue,no
50,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,no
48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,no
50,blue-collar,married,professional.course,no,yes,yes,cellular,aug,tue,no
59,management,married,university.degree,no,yes,no,cellular,aug,tue,no
